"ASV_id","TAXID","SCIENTIFIC_NAME","BEST_IDENTITY","COUNT","domain","phylum","class","order","family","genus","species"
"MiFish_0000256","None",NA,0,24,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000257","None",NA,0,27,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000258","None",NA,0,11999,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000259","1350520","Stegastes beebei",0.994285714285714,87,"Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei"
"MiFish_0000260","None",NA,0,82,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000261","8158","Caranx",1,1315,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx",NA
"MiFish_0000262","1350520","Stegastes beebei",1,5555,"Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei"
"MiFish_0000263","48193","Mugil cephalus",0.971098265895954,16,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000264","1229150","Mugil thoburni",0.994117647058824,862,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000265","1182146","Bodianus diplotaenia",1,2884,"Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus diplotaenia"
"MiFish_0000266","48194","Mugil curema",0.994117647058824,55,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000267","1229150","Mugil thoburni",0.994117647058824,518,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000268","None",NA,0,213,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000269","None",NA,0,33,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000270","None",NA,0,15,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000271","8190","Mugil",0.958823529411765,114,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA
"MiFish_0000272","None",NA,0,454,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000273","332418","Eucinostomus melanopterus",0.959302325581395,127,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000274","None",NA,0,40,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000275","242806","Scarus ghobban",1,5442,"Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus ghobban"
"MiFish_0000276","None",NA,0,45,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000277","None",NA,0,203,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000278","None",NA,0,216,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000279","None",NA,0,21144,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000280","None",NA,0,240,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000281","168377","Sphoeroides annulatus",0.982456140350877,68,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000282","None",NA,0,450,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000283","None",NA,0,170,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000284","332418","Eucinostomus melanopterus",0.959302325581395,10,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000285","48194","Mugil curema",0.988235294117647,36,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000286","None",NA,0,172,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000287","None",NA,0,16,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000288","None",NA,0,234,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000289","None",NA,0,29,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000290","None",NA,0,98,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000291","None",NA,0,482,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000292","None",NA,0,16,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000293","None",NA,0,27,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000294","None",NA,0,224,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000295","398654","Pontinus macrocephalus",0.964285714285714,22,"Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pontinus","Pontinus macrocephalus"
"MiFish_0000296","None",NA,0,250,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000297","None",NA,0,201,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000298","None",NA,0,319,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000299","332418","Eucinostomus melanopterus",0.965116279069768,83,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000300","None",NA,0,657,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000301","None",NA,0,115,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000302","None",NA,0,63,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000303","None",NA,0,129,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000304","48193","Mugil cephalus",0.988304093567252,552,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000305","168377","Sphoeroides annulatus",0.988235294117647,19,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000306","48194","Mugil curema",0.976608187134503,45,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000307","223142","Diodon",1,1955,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Diodon",NA
"MiFish_0000308","None",NA,0,344,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000309","None",NA,0,20,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000310","None",NA,0,92,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000311","48194","Mugil curema",0.98235294117647,17,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000312","1229150","Mugil thoburni",0.958823529411765,87,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000313","48193","Mugil cephalus",0.97093023255814,29,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000314","48193","Mugil cephalus",0.988304093567252,21,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000315","None",NA,0,93,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000316","48194","Mugil curema",0.994117647058824,31,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000317","168377","Sphoeroides annulatus",0.988235294117647,68,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000318","None",NA,0,73,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000319","332418","Eucinostomus melanopterus",0.965116279069768,87,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000320","332418","Eucinostomus melanopterus",0.965116279069768,61,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000321","None",NA,0,178,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000322","None",NA,0,121,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000323","None",NA,0,19,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000324","173309","Caranx crysos",0.988165680473373,264,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx crysos"
"MiFish_0000325","None",NA,0,112,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000326","168377","Sphoeroides annulatus",0.988235294117647,250,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000327","None",NA,0,47,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000328","None",NA,0,29,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000329","153621","Mycteroperca bonaci",0.958579881656805,88,"Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci"
"MiFish_0000330","None",NA,0,143,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000331","48193","Mugil cephalus",0.994152046783626,586,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000332","None",NA,0,69,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000333","None",NA,0,32,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000334","1350519","Stegastes arcifrons",0.971590909090909,14,"Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes arcifrons"
"MiFish_0000335","None",NA,0,17,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000336","None",NA,0,10,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000337","None",NA,0,214,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000338","332418","Eucinostomus melanopterus",0.959302325581395,98,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000339","168377","Sphoeroides annulatus",0.988235294117647,170,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000340","None",NA,0,16,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000341","153621","Mycteroperca bonaci",0.952662721893491,10,"Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci"
"MiFish_0000342","None",NA,0,20,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000343","None",NA,0,1429,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000344","None",NA,0,12,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000345","211834","Lutjanus argentimaculatus",0.976331360946746,13,"Eukaryota","Chordata","Actinopteri","Lutjaniformes","Lutjanidae","Lutjanus","Lutjanus argentimaculatus"
"MiFish_0000346","168377","Sphoeroides annulatus",0.988235294117647,60,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000347","None",NA,0,20,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000348","48194","Mugil curema",0.988235294117647,11,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000349","1232744","Muraena lentiginosa",0.976331360946746,164,"Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Muraena","Muraena lentiginosa"
"MiFish_0000350","29144","Chanos chanos",1,9976,"Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos"
"MiFish_0000351","1229150","Mugil thoburni",0.964912280701754,28,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000352","29144","Chanos chanos",0.994318181818182,18,"Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos"
"MiFish_0000353","1350520","Stegastes beebei",0.994285714285714,12,"Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei"
"MiFish_0000354","None",NA,0,13,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000355","None",NA,0,95,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000356","None",NA,0,65,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000357","48194","Mugil curema",0.964705882352941,49,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000358","332418","Eucinostomus melanopterus",0.959302325581395,583,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000359","None",NA,0,194,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000360","None",NA,0,17,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000361","48194","Mugil curema",0.994117647058824,68,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000362","1229150","Mugil thoburni",0.988235294117647,96,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000363","None",NA,0,21,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000364","1229150","Mugil thoburni",0.982456140350877,12,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000365","None",NA,0,161,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000366","48193","Mugil cephalus",0.959302325581395,23,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000367","48194","Mugil curema",0.958823529411765,41,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000368","None",NA,0,46,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000369","332418","Eucinostomus melanopterus",0.965116279069768,85,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000370","None",NA,0,335,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000371","168377","Sphoeroides annulatus",0.988235294117647,23,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000372","None",NA,0,36,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000373","48193","Mugil cephalus",0.994152046783626,161,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000374","None",NA,0,15,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000375","None",NA,0,151,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000376","None",NA,0,114,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000377","None",NA,0,155,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000378","None",NA,0,1034,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000379","None",NA,0,127,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000380","48193","Mugil cephalus",0.982456140350877,547,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000381","None",NA,0,23,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000382","None",NA,0,314,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000383","168377","Sphoeroides annulatus",0.98235294117647,39,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000384","None",NA,0,11,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000385","None",NA,0,31,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000386","None",NA,0,149,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000387","168377","Sphoeroides annulatus",0.976608187134503,19,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000388","None",NA,0,147,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000389","None",NA,0,13,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000390","None",NA,0,102,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000391","None",NA,0,45,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000392","None",NA,0,169,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000393","None",NA,0,12,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000394","None",NA,0,80,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000395","168377","Sphoeroides annulatus",0.988235294117647,59,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000396","None",NA,0,19,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000397","None",NA,0,119,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000398","None",NA,0,21,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000399","None",NA,0,49,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000400","None",NA,0,28,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000401","None",NA,0,13,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000402","332418","Eucinostomus melanopterus",0.953488372093023,36,"Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus"
"MiFish_0000403","None",NA,0,176,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000404","48194","Mugil curema",0.994117647058824,57,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000405","None",NA,0,12,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000406","None",NA,0,67,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000407","168377","Sphoeroides annulatus",0.988235294117647,126,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000408","None",NA,0,101,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000409","None",NA,0,12,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000410","None",NA,0,12,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000411","48194","Mugil curema",0.994117647058824,59,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000412","48193","Mugil cephalus",0.994152046783626,409,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000413","8190","Mugil",0.994117647058824,1004,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA
"MiFish_0000414","168377","Sphoeroides annulatus",0.988235294117647,89,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000415","None",NA,0,19,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000416","None",NA,0,13,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000417","1167616","Epinephelus bontoides",0.964497041420118,51,"Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus","Epinephelus bontoides"
"MiFish_0000418","168377","Sphoeroides annulatus",0.988235294117647,63,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000419","None",NA,0,13,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000420","None",NA,0,26,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000421","1229150","Mugil thoburni",0.994117647058824,155,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000422","1229150","Mugil thoburni",0.98235294117647,19,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000423","1182146","Bodianus diplotaenia",0.994117647058824,15,"Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus diplotaenia"
"MiFish_0000424","1229150","Mugil thoburni",0.988235294117647,19,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000425","None",NA,0,42,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000426","None",NA,0,72,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000427","None",NA,0,380,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000428","48193","Mugil cephalus",0.976608187134503,54,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000429","None",NA,0,24,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000430","1350519","Stegastes arcifrons",0.994285714285714,239,"Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes arcifrons"
"MiFish_0000431","None",NA,0,27,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000432","29144","Chanos chanos",0.994318181818182,11,"Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos"
"MiFish_0000433","None",NA,0,46,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000434","None",NA,0,10,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000435","48194","Mugil curema",0.994117647058824,67,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"MiFish_0000436","None",NA,0,18,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000437","None",NA,0,2059,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000438","1229150","Mugil thoburni",0.994117647058824,410,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000439","None",NA,0,18,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000440","None",NA,0,58,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000441","None",NA,0,22,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000442","None",NA,0,87,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000443","None",NA,0,18,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000444","None",NA,0,10,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000445","48193","Mugil cephalus",0.982558139534884,29,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000446","168377","Sphoeroides annulatus",0.988235294117647,49,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000447","1229150","Mugil thoburni",0.98235294117647,317,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni"
"MiFish_0000448","None",NA,0,157,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000449","None",NA,0,194,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000450","223142","Diodon",0.994082840236686,11,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Diodon",NA
"MiFish_0000451","40493","Lutjanus",0.952941176470588,17,"Eukaryota","Chordata","Actinopteri","Lutjaniformes","Lutjanidae","Lutjanus",NA
"MiFish_0000452","48193","Mugil cephalus",0.994152046783626,112,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000453","168377","Sphoeroides annulatus",0.988235294117647,12,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000454","None",NA,0,383,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000455","None",NA,0,37,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000456","1350519","Stegastes arcifrons",0.994285714285714,127,"Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes arcifrons"
"MiFish_0000457","None",NA,0,387,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000458","None",NA,0,13,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000459","None",NA,0,29,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000460","None",NA,0,54,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000461","None",NA,0,33,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000462","None",NA,0,305,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000463","None",NA,0,27,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000464","None",NA,0,13,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000465","48193","Mugil cephalus",0.994152046783626,279,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000466","48193","Mugil cephalus",0.994152046783626,493,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000467","None",NA,0,17,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000468","1350519","Stegastes arcifrons",0.994285714285714,83,"Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes arcifrons"
"MiFish_0000469","None",NA,0,36,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000470","None",NA,0,26,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000471","None",NA,0,15,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000472","8190","Mugil",0.964705882352941,10,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA
"MiFish_0000473","168377","Sphoeroides annulatus",0.964912280701754,13,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000474","None",NA,0,14,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000475","None",NA,0,61,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000476","48193","Mugil cephalus",0.994152046783626,222,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000477","None",NA,0,30,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000478","722560","Archosargus rhomboidalis",0.964705882352941,60,"Eukaryota","Chordata","Actinopteri","Spariformes","Sparidae","Archosargus","Archosargus rhomboidalis"
"MiFish_0000479","168377","Sphoeroides annulatus",0.988235294117647,30,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000480","None",NA,0,14,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000481","None",NA,0,14,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000482","None",NA,0,27,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000483","None",NA,0,96,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000484","None",NA,0,40,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000485","None",NA,0,111,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000486","None",NA,0,25,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000487","29144","Chanos chanos",0.994318181818182,13,"Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos"
"MiFish_0000488","1167616","Epinephelus bontoides",0.964497041420118,176,"Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus","Epinephelus bontoides"
"MiFish_0000489","48193","Mugil cephalus",0.953216374269006,40,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000490","48193","Mugil cephalus",0.994152046783626,403,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"MiFish_0000491","168377","Sphoeroides annulatus",0.988235294117647,73,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
"MiFish_0000492","None",NA,0,12672,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000493","168377","Sphoeroides annulatus",0.982456140350877,13,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus"
